1000	0.4959710
1000	0.4115219
1000	0.4253662
1000	0.4748340
1000	0.3930819
1000	0.4367599
1000	0.4560461
1000	0.4540548
1000	0.4416811
1000	0.3972280

2000	0.4970210
2000	0.4978352
2000	0.4827292
2000	0.4845090
2000	0.4970009
2000	0.4540739
2000	0.5156131
2000	0.4633441
2000	0.4898038
2000	0.4652300

3000	0.5303161
3000	0.5403490
3000	0.4723790
3000	0.4952571
3000	0.5024302
3000	0.5010049
3000	0.4928708
3000	0.5378721
3000	0.5091059
3000	0.5250821

4000	0.5937321
4000	0.5596111
4000	0.5386782
4000	0.6687651
4000	0.6239638
4000	0.5591331
4000	0.5601902
4000	0.5899720
4000	0.5496690
4000	0.5757639

5000	0.6123230
5000	0.7076702
5000	0.6660678
5000	0.6558111
5000	0.6027961
5000	0.6194100
5000	0.6665208
5000	0.6482620
5000	0.5775030
5000	0.6232159

6000	0.7299540
6000	0.7213349
6000	0.7119710
6000	0.7050002
6000	0.7400849
6000	0.7056999
6000	0.6984241
6000	0.7288740
6000	0.7116840
6000	0.7305260

7000	0.8875101
7000	0.8139250
7000	0.8438301
7000	0.8140681
7000	0.8307629
7000	0.8519092
7000	0.8393672
7000	0.8610270
7000	0.8297379
7000	0.8343692

8000	0.9333699
8000	0.8812540
8000	0.9829960
8000	0.8819540
8000	0.9187191
8000	0.9623189
8000	0.9232819
8000	0.9307871
8000	0.9852009
8000	0.9108598

9000	1.0044482
9000	0.9397449
9000	1.0107589
9000	0.9884930
9000	1.0115402
9000	1.0009820
9000	1.0566208
9000	0.9963930
9000	1.0407650
9000	0.9586840

10000	1.1646380
10000	1.1297169
10000	1.0899470
10000	1.1123471
10000	1.1215720
10000	1.1951549
10000	1.1177919
10000	1.1049850
10000	1.1645131
10000	1.0865750

11000	1.3204200
11000	1.2935660
11000	1.2833519
11000	1.3251209
11000	1.2665370
11000	1.3550029
11000	1.2732320
11000	1.2589300
11000	1.2792091
11000	1.2662559

12000	1.4259300
12000	1.4240911
12000	1.4523129
12000	1.3898561
12000	1.4203110
12000	1.4535091
12000	1.4169610
12000	1.4965849
12000	1.4088349
12000	1.3901560

13000	1.6609480
13000	1.6007149
13000	1.6472652
13000	1.6903980
13000	1.5626571
13000	1.5474138
13000	1.6951220
13000	1.6661391
13000	1.6267600
13000	1.6629829

14000	1.7140450
14000	1.8377490
14000	1.7480910
14000	1.7745571
14000	1.7356851
14000	1.7588000
14000	1.8137779
14000	1.7717600
14000	1.8327899
14000	1.7827179

15000	1.9493561
15000	2.0186191
15000	1.8769710
15000	2.0060480
15000	2.0143468
15000	1.8735390
15000	2.0752101
15000	2.0318129
15000	1.9617741
15000	1.9344299

16000	2.1258299
16000	2.1747038
16000	2.1041348
16000	2.1709530
16000	2.0924609
16000	2.1463292
16000	2.2310989
16000	2.0804629
16000	2.1236451
16000	2.2166638

17000	2.2732639
17000	2.4001069
17000	2.2390840
17000	2.3181310
17000	2.2750330
17000	2.3162761
17000	2.2753990
17000	2.2679579
17000	2.3786209
17000	2.2618651

18000	2.5984080
18000	2.5943279
18000	2.4969711
18000	2.5833881
18000	2.6305690
18000	2.4702120
18000	2.5444751
18000	2.5375581
18000	2.4720781
18000	2.5303462

