18000	4.3842361
18000	4.3828149
18000	4.4090910
18000	4.4008961
18000	4.3848901
18000	4.4123800
18000	4.3917830
18000	4.4054511
18000	4.4081731
18000	4.4022701

17000	3.9772649
17000	3.9856341
17000	3.9720531
17000	3.9761300
17000	3.9694951
17000	3.9577169
17000	3.9831619
17000	3.9707310
17000	3.9787540
17000	3.9474781

16000	3.5588329
16000	3.5757680
16000	3.5827050
16000	3.5876658
16000	3.5641420
16000	3.5867090
16000	3.5525889
16000	3.5723519
16000	3.5871871
16000	3.5782361

15000	3.1739218
15000	3.1672542
15000	3.1761661
15000	3.1785679
15000	3.1947720
15000	3.1773510
15000	3.1797030
15000	3.1827478
15000	3.1693251
15000	3.1692989

14000	2.7750771
14000	2.7759809
14000	2.7757552
14000	2.7760301
14000	2.8035011
14000	2.7821648
14000	2.7818799
14000	2.7786920
14000	2.7862301
14000	2.7865400

13000	2.4321730
13000	2.4240260
13000	2.4291861
13000	2.4308610
13000	2.4281430
13000	2.4299302
13000	2.4278929
13000	2.4351730
13000	2.4318831
13000	2.3919730

12000	2.1063941
12000	2.1150889
12000	2.1099300
12000	2.1028509
12000	2.1072690
12000	2.1077390
12000	2.1096601
12000	2.1036661
12000	2.1067569
12000	2.1117482

11000	1.7994170
11000	1.7934470
11000	1.7972660
11000	1.7944820
11000	1.7960460
11000	1.7991240
11000	1.7942200
11000	1.7945271
11000	1.7977431
11000	1.7989390

10000	1.5231941
10000	1.5221701
10000	1.5232291
10000	1.5234051
10000	1.5220268
10000	1.5296822
10000	1.5325720
10000	1.5345309
10000	1.5255201
10000	1.5263379

9000	1.2742159
9000	1.2732840
9000	1.2747061
9000	1.2602680
9000	1.2718959
9000	1.2736270
9000	1.2736721
9000	1.2728341
9000	1.2732191
9000	1.2760098

8000	1.0225210
8000	1.0230341
8000	1.0215471
8000	1.0245910
8000	1.0222120
8000	1.0251648
8000	1.0228639
8000	1.0250492
8000	1.0218530
8000	1.0227571

7000	0.8039210
7000	0.8041420
7000	0.8077979
7000	0.8097320
7000	0.8035100
7000	0.8028591
7000	0.8042099
7000	0.8049500
7000	0.8042209
7000	0.8037260

6000	0.6230679
6000	0.6240220
6000	0.6241579
6000	0.6240640
6000	0.6252320
6000	0.6244760
6000	0.6244440
6000	0.6232479
6000	0.6237409
6000	0.6233160

5000	0.4554811
5000	0.4548130
5000	0.4550450
5000	0.4546149
5000	0.4546149
5000	0.4560499
5000	0.4551611
5000	0.4551251
5000	0.4567480
5000	0.4554441

4000	0.3022952
4000	0.3025839
4000	0.3029640
4000	0.3023989
4000	0.3019528
4000	0.3019590
4000	0.3018131
4000	0.3022721
4000	0.3017988
4000	0.3023748

3000	0.1910601
3000	0.1905191
3000	0.1907492
3000	0.1911130
3000	0.1905479
3000	0.1908929
3000	0.1907089
3000	0.1912849
3000	0.1906412
3000	0.1904731

2000	0.1009300
2000	0.1007488
2000	0.1006999
2000	0.1005962
2000	0.1006062
2000	0.1006091
2000	0.1007330
2000	0.1006582
2000	0.1007092
2000	0.1007071

1000	0.0373230
1000	0.0373631
1000	0.0373211
1000	0.0373051
1000	0.0373440
1000	0.0373280
1000	0.0372949
1000	0.0373380
1000	0.0373909
1000	0.0373158

